custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
8733-EDAXNE-8DV,3,1,0,47,4,February,20,5,5,0,17,5,0,137,4.91998092582813,5,13.7,3.303344,1.19493528873013,15.465656,2.73862182360145,0,4,1,19,4,2,2,2,0,0,0,0,0,0,1,1,20,4,1,1,1,78.1,3,0,0,8,4,21,0,0,1,0,0,0,0,1,0,0,1,7,0,1,1,1,4,1,0,29,5,4,2,3,0,27,5,8,416.12,8,558.23,0,3,69,0,22.05,3.09331260189286,1473.3,7.29526006171331,0,0, ,0, ,1,44.85,3.80332358850481,2973,7.9973268229981,1,28.25,3.34109345759245,1885,7.54168309988211,1,36.45,3.59594145845467,2475.25,7.81409668000262,1,1,1,3,0,1,0,0,1,1,22,1,1,1,0,1,1,1,0,1,0,1,0
8170-YHWTSQ-825,5,2,0,75,6,April,11,1,2,0,2,2,1,10,2.30258509299405,1,2.4,.03888,-3.2472752993899,.20112,-1.6038535341402,0,2,0,-1,-1,1,1,1,0,0,0,0,0,0,0,2,35,5,1,1,0,4.9,1,1,0,5,3,24,0,0,0,1,1,1,0,0,0,0,9,3,0,0,0,4,3,4,0,23,5,2,2,2,0,15,4,17,197.27,4,65.47,0,2,46,0,19.8,2.98568193770049,884.75,6.78530511922557,1,24.75,3.2088254890147,1058,6.96413561241824,0,0, ,0, ,1,14,2.63905732961526,640,6.46146817635372,0,0, ,0, ,0,0,0,0,1,1,1,1,0,1,21,0,0,1,0,1,0,0,0,1,0,1,0
1144-GVCZDP-8DV,2,3,1,49,4,February,22,5,1,1,3,2,0,73,4.29045944114839,3,9.2,1.437224,.362713475255009,5.278776,1.66369425266236,0,3,1,20,5,5,13,2,0,0,0,0,0,11,1,1,20,4,1,1,1,33.9,2,1,0,5,3,19,0,0,0,1,1,0,0,1,0,0,9,4,0,0,1,4,4,3,1,13,4,2,3,3,0,13,4,4,78.22,1,21.39,1,1,31,1,7,1.94591014905531,238,5.47227067367148,1,19.5,2.9704144655697,598.55,6.39451006369738,1,57.25,4.04742764243435,1740.25,7.46178406004878,0,0, ,0, ,1,62.3,4.13196142579341,1879.25,7.53862804005758,1,1,1,4,0,0,0,0,1,1,22,1,1,1,1,1,1,1,1,0,0,0,0
8846-JJEGFU-I69,1,1,1,59,5,May,13,2,1,0,15,4,0,63,4.14313472639153,3,6,.59346,-.521785464002333,3.18654,1.15893568865121,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,25,4,1,1,0,36.2,2,1,0,1,1,16,1,0,1,0,0,0,0,0,0,0,9,4,1,0,0,4,2,3,0,13,4,3,3,4,0,15,4,9,283.59,3,155.47,0,1,41,0,13,2.56494935746154,479,6.17170059741091,1,19.25,2.95751106073379,775.6,6.6536369233685,0,0, ,0, ,1,9,2.19722457733622,330,5.79909265446053,1,19.35,2.96269241947579,764.35,6.63902579944704,0,0,0,2,1,1,1,1,0,1,13,1,1,1,0,1,1,1,1,0,0,0,1
4226-TEHKPJ-GKG,1,2,1,55,5,September,12,2,3,0,10,3,0,50,3.91202300542815,3,5.1,1.0863,.0827774264575682,1.4637,.380967476507764,0,2,1,11,1,3,0,0,0,0,0,0,0,0,1,1,32,5,2,1,0,31.8,2,0,0,1,1,21,1,0,0,0,0,0,0,0,0,0,9,4,1,0,0,1,1,3,0,22,5,3,1,4,0,15,4,11,501.11,2,63.31,0,2,49,0,9.3,2.23001440015921,465.5,6.14311209671712,1,53.5,3.97968165390196,2663.3,7.88732123436933,0,0, ,0, ,1,42,3.73766961828337,2060,7.63046126178363,0,0, ,0, ,0,1,0,0,1,1,1,1,0,1,29,1,1,1,0,0,0,0,0,1,0,0,0
9714-LCYJJB-SCS,5,2,0,25,3,April,14,2,1,0,1,1,0,50,3.91202300542815,3,10.5,1.218,.197210169287705,4.032,1.39426253076907,1,2,0,-1,-1,5,1,0,1,0,0,0,0,0,0,2,3,2,0,-1,-1,-1,-1,-1,1,8,4,15,0,0,0,0,1,0,0,1,0,0,9,5,0,0,1,4,4,4,0,7,3,2,1,1,0,7,3,11,391.97,4,166.43,1,1,46,0,14.45,2.67069441455844,659.35,6.49125450125371,0,0, ,0, ,1,29.75,3.39282913199164,1319.5,7.18500815594338,1,26.5,3.27714473299218,1150,7.0475172213573,0,0, ,0, ,1,1,0,2,0,0,0,0,0,1,22,1,1,1,0,1,0,1,0,1,0,0,1
2866-TTOTKL-TA7,5,4,0,78,6,September,11,1,3,0,30,5,1,28,3.3322045101752,2,9.8,1.635424,.491902097946852,1.108576,.103076308842652,0,5,1,15,3,2,9,0,0,0,0,0,0,9,0,3,36,5,2,1,0,15.8,1,1,0,4,3,34,0,0,1,1,0,0,0,0,0,1,2,4,0,1,1,2,3,2,0,14,4,5,1,1,1,12,4,5,163.72,7,227.41,0,2,31,0,5,1.6094379124341,133.35,4.89297725062802,0,0, ,0, ,0,0, ,0, ,1,10.75,2.37490575457367,295,5.68697535633982,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,20,1,1,1,0,0,0,0,0,1,1,0,0
7217-UECHSF-PCR,1,1,1,48,4,November,11,1,2,0,2,2,0,23,3.13549421592915,1,18.7,2.051577,.718608765707804,2.249423,.810673738884385,1,2,0,-1,-1,2,9,0,0,0,2,0,0,7,1,3,22,4,2,1,0,9.3,1,0,0,1,1,23,1,0,1,0,0,0,0,0,0,0,9,5,0,0,0,5,3,2,0,11,4,3,2,1,0,10,3,11,268.09,5,83.11,1,3,23,0,6.5,1.87180217690159,169.8,5.13462127387725,1,34.75,3.5481795720108,763.75,6.63824051048581,0,0, ,0, ,1,15.75,2.75684036527164,345,5.84354441703136,1,19.7,2.98061863574394,387.9,5.96074757444592,0,0,0,1,1,1,1,1,0,1,28,1,1,1,0,1,0,0,0,0,1,0,1
0197-AMEAYR-851,5,1,0,47,4,August,19,4,2,0,1,1,0,75,4.31748811353631,4,2.2,.1023,-2.27984560602456,1.5477,.436769957936577,0,4,1,21,5,2,6,0,0,0,0,0,0,6,0,2,24,4,1,1,1,46.1,3,1,0,3,2,22,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,1,1,4,0,15,4,4,4,4,0,12,4,14,333.68,5,136.67,0,3,21,1,6.15,1.81645208181843,141.25,4.95053137002655,0,0, ,0, ,1,26.35,3.27146827498737,516.3,6.2466879918856,1,13.75,2.62103882411258,290,5.66988092298052,0,0, ,0, ,0,0,0,0,0,0,0,0,1,1,19,1,1,1,0,1,1,0,0,0,0,1,0
1743-WAHPKT-DNW,5,1,0,75,6,February,10,1,2,0,11,4,0,28,3.3322045101752,2,3.3,.394548,-.930014473093965,.529452,-.63591276960785,0,2,1,10,1,2,0,0,0,0,0,0,0,0,1,3,13,3,1,1,0,13.8,1,0,0,4,3,20,0,0,0,1,0,0,0,1,0,0,9,6,1,1,0,1,2,2,0,3,2,3,2,4,0,6,3,10,453.52,6,163.55,0,2,16,0,4.3,1.45861502269952,75,4.31748811353631,1,22.5,3.11351530921037,368.3,5.90889782345102,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,0,0,1,0,0,0,1,12,1,1,1,0,0,0,0,0,0,0,1,0
9840-VEWFQZ-W5V,3,1,1,43,4,August,19,4,2,0,4,2,0,33,3.49650756146648,2,12.6,2.116422,.749726927004207,2.041578,.713723038248205,0,1,1,20,5,2,5,0,0,0,0,0,0,5,1,3,11,3,1,1,1,17.2,1,0,0,1,1,22,1,0,1,0,0,0,0,0,0,0,9,4,1,0,1,4,1,3,1,9,3,1,2,3,0,3,2,14,272.44,9,253.58,1,1,27,0,6.65,1.89461685466776,201.55,5.30603748956317,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,18,1,1,1,0,0,0,1,0,0,0,0,0
6203-JLXPIJ-YQZ,5,5,0,45,4,December,10,1,6,0,15,4,0,44,3.78418963391826,2,13.6,.98736,-.0127205644093803,4.99664,1.60876568654089,0,2,1,9,1,5,1,1,0,0,0,0,0,0,1,1,25,4,1,1,1,30.9,2,1,0,8,4,39,1,0,1,1,1,0,0,1,0,0,9,5,1,0,0,3,2,2,1,27,5,2,3,4,1,20,5,9,283.72,2,54.74,1,1,62,0,16.15,2.78192004966867,1016.85,6.92446489254508,0,0, ,0, ,0,0, ,0, ,1,28.25,3.34109345759245,1730,7.45587668749182,0,0, ,0, ,1,0,0,0,0,0,0,0,0,1,13,1,1,1,0,0,0,0,0,0,0,0,0
4166-WEDNXN-5RK,5,4,0,21,2,December,16,3,3,0,0,1,0,31,3.43398720448515,2,9.2,.77004,-.261312817431713,2.08196,.733309757712349,1,1,0,-1,-1,1,6,1,0,0,2,0,0,3,0,2,1,1,2,1,0,16,1,1,0,5,3,25,0,1,0,1,1,0,0,0,0,0,9,6,0,1,1,4,3,1,0,3,2,3,1,1,0,2,2,9,196.56,3,89.2,1,1,13,0,4.75,1.55814461804655,47.55,3.8617817889914,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,1,0,0,0,0,0,1,17,1,1,1,0,1,0,1,0,0,1,0,0
4643-WSLHBV-DM5,2,1,0,53,5,December,21,5,3,0,19,5,0,284,5.64897423816121,5,9.4,15.456984,2.73806094003993,11.239016,2.41939129614932,1,2,0,-1,-1,1,2,0,0,2,0,0,0,0,1,1,25,4,2,1,0,92.4,3,0,0,1,1,29,1,0,0,0,0,0,0,0,0,1,9,6,1,0,1,4,1,3,1,30,5,2,1,2,0,18,5,12,1010.34,5,285.59,0,2,48,0,13.35,2.59151638484626,661.55,6.49458556648842,1,45,3.80666248977032,2199.2,7.69584893685104,0,0, ,0, ,1,13.75,2.62103882411258,540,6.29156913955832,1,57.05,4.04392807630808,2716.6,7.90713637738839,1,1,1,3,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,0,0,0
1441-JNZRPW-8KQ,3,3,1,30,3,December,13,2,6,0,8,3,0,49,3.89182029811063,2,2.1,.193452,-1.64272585930028,.835548,-.179667481968546,0,4,0,-1,-1,1,2,2,0,0,0,0,0,0,1,4,3,2,3,1,0,28.8,2,0,0,4,3,34,1,0,0,1,1,0,0,0,0,0,9,4,0,0,1,2,3,4,1,2,2,3,2,3,1,2,2,12,221.56,6,133.45,0,1,3,1,4.05,1.39871688111845,11.15,2.41143949790613,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,0,0,0,0,0,1,1,18,1,1,1,0,0,1,1,0,0,0,0,0
5811-BKUTYY-F7I,2,1,1,58,5,May,19,4,6,0,18,5,1,15,2.70805020110221,1,7.6,.08436,-2.47266192337156,1.05564,.0541472180704463,0,5,0,-1,-1,1,4,0,0,0,0,0,0,4,0,2,11,3,1,1,1,9.2,1,0,0,3,2,20,0,0,1,0,0,0,0,1,0,1,9,4,0,0,1,3,1,2,0,19,5,4,4,3,1,10,3,4,65.08,6,57.7,0,3,42,0,16.55,2.80638610182307,710.95,6.56660210384238,0,0, ,0, ,0,0, ,0, ,1,30.75,3.42588999425253,1270,7.14677217945264,0,0, ,0, ,0,0,0,2,0,1,0,1,0,1,16,1,1,1,0,1,1,0,0,0,0,0,0
0926-OZQUQX-GXA,2,2,0,35,4,January,11,1,1,1,5,2,0,17,2.83321334405622,1,2.3,.254932,-1.36675843605226,.136068,-1.99460051820443,1,2,1,9,1,4,4,0,0,0,0,0,0,4,1,1,11,3,1,1,1,11.4,1,0,0,8,4,24,0,0,0,0,0,0,0,1,0,0,9,4,0,0,0,4,3,4,1,17,5,3,1,1,0,17,5,12,192.19,8,153.43,1,1,48,0,12.9,2.55722731136763,555.75,6.32031855284431,0,0, ,0, ,0,0, ,0, ,1,10,2.30258509299405,515,6.24416690066374,0,0, ,0, ,1,0,0,0,0,0,1,0,0,1,26,0,1,1,0,1,0,0,0,1,0,0,0
5007-HXEVVL-NW5,3,2,1,48,4,August,14,2,1,0,14,4,0,83,4.4188406077966,4,11.3,4.820806,1.57294113399983,4.558194,1.51692649244516,0,3,1,13,2,2,7,0,1,0,0,0,0,6,1,3,21,4,1,1,1,36,2,0,1,3,2,26,1,0,1,0,0,0,1,0,0,0,3,4,1,0,0,4,1,4,0,12,4,3,2,4,1,9,3,8,220.46,2,73.36,1,3,37,0,5.6,1.7227665977411,221.2,5.39906726964818,1,24,3.17805383034795,885.9,6.78660407741799,1,49.85,3.90901849640785,1886.7,7.54258455021757,1,33,3.49650756146648,1120,7.02108396428914,1,50,3.91202300542815,1710.15,7.44433636494784,1,1,1,4,1,1,1,1,1,1,22,1,1,1,1,1,1,1,1,0,0,0,0
8101-YOBRYX-REF,3,3,1,57,5,April,15,3,1,0,8,3,0,82,4.40671924726425,4,34.2,1.12176,.114898880476521,26.92224,3.29295271082447,1,5,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,23,4,4,1,1,53.2,3,1,0,1,1,18,1,0,1,0,0,0,0,1,0,0,2,5,0,0,0,3,3,1,0,9,3,5,4,4,0,5,2,12,371.81,2,100.91,1,2,18,0,5.75,1.74919985480926,107.95,4.68166815696082,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,1,21,3.04452243772342,351.7,5.86277853947994,0,1,0,2,1,0,0,1,0,1,12,1,1,1,0,1,1,1,0,0,0,0,0
8267-UTARFV-TZK,4,1,1,61,5,April,20,5,3,0,11,4,0,62,4.12713438504509,3,2.3,.537602,-.620636769542022,.888398,-.11833543820258,0,4,1,18,4,4,2,0,2,0,0,0,0,0,1,1,9,3,0,-1,-1,-1,-1,-1,0,6,3,23,0,1,0,0,0,1,0,0,0,0,9,5,0,0,1,1,4,2,1,12,4,4,1,2,0,10,3,10,415.8,9,378.38,1,2,30,1,5.6,1.7227665977411,174.05,5.15934261425745,1,28.25,3.34109345759245,793.05,6.67588627134957,0,0, ,0, ,1,12.75,2.54553127160444,330,5.79909265446053,0,0, ,0, ,0,0,0,0,0,1,1,1,1,1,18,1,1,1,0,0,1,0,0,0,0,1,0
4432-KMTQXO-788,5,4,1,56,5,April,19,4,1,0,6,3,0,138,4.92725368515721,5,7,4.47258,1.49796542332852,5.18742,1.64623646375115,0,4,1,15,3,2,0,0,0,0,0,0,0,0,0,2,23,4,5,1,0,67.8,3,1,0,1,1,19,1,0,0,0,0,0,0,0,0,0,9,4,0,0,1,4,3,1,0,35,5,1,1,4,1,26,5,10,693.8,7,325.96,1,3,66,0,22.05,3.09331260189286,1442.05,7.27382099130756,1,42.75,3.75536919538277,2678,7.89282552625112,1,48.05,3.8722421354163,3054.8,8.02446940301423,1,32.25,3.47351804324178,2120,7.65917136766606,1,60.5,4.1026433650368,4054.25,8.30752099259948,1,1,1,2,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,0,0,0
9172-WITHKP-BXZ,2,1,1,29,3,June,17,4,2,0,1,1,0,35,3.55534806148941,2,5.7,1.079295,.0763080502061714,.915705,-.0880610185797651,0,4,1,16,3,2,0,0,0,0,0,0,0,0,0,2,5,2,3,0,1,16.8,1,0,1,1,1,20,1,0,0,0,0,0,0,1,0,0,9,4,0,0,1,3,2,4,0,11,4,2,4,3,0,11,4,15,363,11,344.38,1,3,57,0,17.05,2.83615020372953,934,6.83947643822884,1,30.75,3.42588999425253,1727.8,7.45460420192478,0,0, ,0, ,1,14.75,2.69124308278583,790,6.67203294546107,1,43.15,3.76468241752944,2437.2,7.79860511837434,1,1,0,1,1,1,1,1,1,1,22,1,1,1,1,1,1,1,0,1,0,0,0
1114-UELZXT-QT7,4,1,1,68,6,August,11,1,4,0,36,5,1,35,3.55534806148941,2,12.2,.74298,-.297086152527075,3.52702,1.26045332177937,0,3,1,16,3,2,0,0,0,0,0,0,0,0,0,2,26,5,2,1,0,13.9,1,0,1,1,1,19,1,0,1,0,0,0,0,1,0,0,9,6,1,0,0,1,2,4,0,30,5,2,1,3,0,24,5,4,145.59,9,313.28,0,2,64,0,17.7,2.87356463957978,1114,7.01571242048723,0,0, ,0, ,0,0, ,0, ,1,25.5,3.23867845216438,1585,7.36833968631138,0,0, ,0, ,0,0,0,0,1,1,1,1,0,1,21,1,1,1,0,0,0,0,1,1,1,0,0
0992-DNDKIT-CUP,5,3,0,22,2,June,16,3,6,0,0,1,0,20,2.99573227355399,1,5.2,.27976,-1.27382318622702,.76024,-.274121106079077,1,1,1,13,2,4,3,3,0,0,0,0,0,0,0,2,2,1,0,-1,-1,-1,-1,-1,0,4,3,19,0,0,0,1,0,0,0,1,0,0,9,2,1,0,1,4,3,2,0,4,2,1,1,3,0,4,2,16,482.3,6,110.53,1,1,29,1,7.2,1.97408102602201,220.9,5.39771011042607,0,0, ,0, ,1,21.4,3.06339092202781,559.85,6.32766889070621,0,0, ,0, ,0,0, ,0, ,0,0,0,4,0,0,0,0,1,1,18,1,1,1,0,1,1,1,0,0,0,0,0
2654-JRLXAI-HC7,2,1,1,46,4,March,10,1,1,0,5,2,0,25,3.2188758248682,2,7.7,.4774,-.739400565077407,1.4476,.36990701270745,0,4,0,-1,-1,1,6,0,0,0,0,0,0,6,0,2,14,3,2,1,0,13.4,1,0,1,5,3,26,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1,2,2,3,0,16,5,1,1,3,0,9,3,7,138.95,6,108.01,0,1,31,0,9.2,2.21920348405499,322.5,5.77610313623583,1,17.5,2.86220088092947,552.75,6.31490581973756,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,0,1,0,1,0,0,1,20,1,1,1,0,0,0,0,0,1,0,0,0
0405-BACHZT-AYK,4,1,0,24,2,October,17,4,1,0,0,1,0,33,3.49650756146648,2,3.9,.428571,-.847298860387704,.858429,-.152651304452524,0,1,1,19,4,3,1,1,0,0,0,0,0,0,1,3,3,2,2,1,1,16.8,1,1,0,1,1,30,1,0,0,0,0,0,0,0,0,1,1,4,0,0,0,4,4,4,0,6,3,3,3,2,0,2,2,12,188.52,5,96.12,0,3,5,1,5.95,1.78339121955754,38.25,3.64414356027254,0,0, ,0, ,1,41.85,3.73409179693548,163.4,5.0962011824259,0,0, ,0, ,1,25.4,3.23474917402449,89.6,4.49535531998088,0,1,0,4,0,0,0,0,1,1,22,1,1,1,1,1,1,1,1,0,0,0,0
4939-KCMADL-HLM,3,2,1,78,6,June,16,3,2,0,18,5,1,32,3.46573590279973,2,23.1,3.171168,1.15409997428526,4.220832,1.44003226501326,0,5,1,17,4,2,9,0,0,0,0,0,0,9,0,2,20,4,1,0,0,14.8,1,0,0,6,3,22,1,0,1,1,1,1,0,0,0,0,9,4,0,0,0,2,3,4,0,19,5,3,3,1,0,12,4,11,176.2,7,120.6,0,2,39,0,6.75,1.90954250488444,234.75,5.45852111808837,1,43.75,3.77849161280362,1739.95,7.46161165616352,0,0, ,0, ,1,16.5,2.80336038090653,620,6.42971947803914,1,32.2,3.47196645255036,1224.05,7.10992031191115,1,1,1,0,1,1,1,1,0,1,20,1,1,1,0,1,0,0,1,0,0,0,0
4724-UVMKNV-Z1I,2,2,0,73,6,July,10,1,1,0,31,5,1,16,2.77258872223978,1,3,.29856,-1.20878436132316,.18144,-1.70683025844275,0,4,1,10,1,4,5,0,0,0,0,5,0,0,0,2,21,4,2,0,0,7,1,0,1,1,1,19,1,0,1,0,0,0,0,0,0,0,2,6,0,0,0,1,1,3,0,33,5,3,2,1,0,25,5,11,303.73,2,67.22,0,2,66,0,19.1,2.94968833505258,1231.75,7.11619120142407,0,0, ,0, ,0,0, ,0, ,1,28.5,3.3499040872746,1900,7.54960916515453,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,33,1,1,1,0,0,0,0,0,1,0,0,0
4231-HZEXGK-HRI,4,3,1,26,3,August,20,5,1,0,0,1,0,64,4.15888308335967,3,3.9,.391872,-.936820023126648,2.104128,.7439011295269,1,4,0,-1,-1,1,2,1,1,0,0,0,0,0,0,1,6,2,2,1,0,27.3,2,0,1,1,1,33,1,1,0,0,0,0,0,0,0,0,1,6,1,0,0,4,3,3,0,3,2,3,1,2,0,2,2,14,410.78,3,109.96,1,1,8,0,2.05,.717839793150317,15.45,2.73760900334375,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,1,0,0,0,0,0,1,19,1,1,1,0,1,0,0,0,0,0,0,0
4979-WSWKYV-BSV,2,1,1,44,4,March,15,3,3,0,7,3,0,31,3.43398720448515,2,14.8,2.105892,.744739130345532,2.482108,.909108199131469,0,4,0,-1,-1,1,12,0,0,0,0,0,0,12,0,2,10,3,3,1,1,13.5,1,0,1,1,1,21,1,1,1,0,0,0,0,0,0,0,2,4,0,1,1,1,1,3,0,21,5,3,4,3,0,12,4,9,420.48,8,364.58,0,2,52,0,12.25,2.50552593699074,629.55,6.44500527844771,0,0, ,0, ,0,0, ,0, ,1,27,3.29583686600433,1400,7.24422751560335,0,0, ,0, ,1,0,0,0,0,0,0,1,0,1,24,1,1,1,0,1,0,0,0,0,0,0,0
7245-IUATZR-VLV,5,1,0,30,3,February,12,2,2,0,1,1,0,18,2.89037175789616,1,14.5,.79866,-.224819955695154,1.81134,.594066902859269,0,2,1,15,3,4,0,0,0,0,0,0,0,0,0,1,9,3,5,1,0,10.2,1,1,0,1,1,21,1,0,0,0,1,0,0,0,0,0,9,6,0,0,1,2,4,3,0,12,4,4,2,4,0,6,3,10,263.55,4,105.02,1,1,27,0,3.2,1.16315080980568,86.3,4.45782959808938,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,21,1,1,1,0,0,0,0,0,1,0,0,0
2041-WAUPOH-84L,1,4,0,44,4,February,8,1,2,0,9,3,0,41,3.71357206670431,2,3.1,.151249,-1.88882779366329,1.119751,.113106339161359,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,19,4,2,1,0,16.4,1,0,0,5,3,32,1,0,0,0,1,1,0,0,0,0,9,1,0,1,1,2,2,2,0,9,3,3,3,3,0,7,3,10,321.19,3,110.03,0,2,14,0,5.7,1.7404661748405,75.95,4.33007522904178,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,20,1,1,1,0,1,0,1,0,0,0,1,0
5472-GUGMBS-ZVK,3,2,1,21,2,May,12,2,3,1,1,1,0,22,3.09104245335832,1,2.7,.275616,-1.28874668637537,.318384,-1.14449707753083,1,1,1,12,2,2,0,0,0,0,0,0,0,0,1,3,1,1,3,1,0,11.5,1,0,1,1,1,29,1,0,0,0,0,0,0,1,0,0,2,2,0,1,1,5,1,4,0,3,2,3,1,2,0,2,2,16,461.03,7,174.36,1,1,6,0,4.55,1.51512723296286,26.35,3.27146827498737,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,1,0,0,0,0,0,0,1,0,1,17,1,1,1,0,1,0,0,0,0,0,0,0
1811-FUILIP-L3S,3,1,1,62,5,September,9,1,5,1,31,5,1,14,2.63905732961526,1,15,.5754,-.552689827864689,1.5246,.421732080572036,0,1,1,11,1,2,3,0,1,0,0,2,0,0,1,3,29,5,3,0,1,5.1,1,0,0,1,1,18,1,0,1,1,0,0,0,0,0,0,9,3,0,0,0,2,2,1,0,37,5,3,3,4,0,28,5,7,79.75,1,15.58,0,3,70,0,41.75,3.73169945129686,2817.05,7.94344551709763,1,28.75,3.35863776724336,2108.75,7.65385063386018,0,0, ,0, ,1,38.25,3.64414356027254,2655,7.88419993367604,0,0, ,0, ,1,0,0,0,1,0,1,1,0,1,16,1,1,1,0,0,0,0,0,1,0,0,0
2687-GRSYRT-YRW,4,3,0,33,3,May,14,2,2,1,4,2,0,82,4.40671924726425,4,6.9,3.745596,1.32058074983425,1.912404,.648361089380257,0,4,1,14,2,2,5,0,0,0,0,0,0,5,1,1,5,2,2,0,1,58.4,3,0,0,1,1,30,1,0,0,0,0,0,0,0,0,0,9,5,0,0,1,1,2,1,0,8,3,4,2,4,1,8,3,9,328.19,4,145.98,0,3,21,1,4.45,1.49290409617815,81.7,4.40305400186596,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,0,0,0,0,0,1,1,15,1,1,1,0,1,0,1,0,1,1,0,0
9184-ABVZGX-Z4V,2,1,0,65,6,August,17,4,2,1,7,3,0,91,4.51085950651685,4,.3,.094731,-2.35671398283246,.178269,-1.72446163350288,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,39,5,1,0,0,53.9,3,0,0,5,3,17,0,0,0,0,1,0,0,0,0,0,2,5,1,0,1,1,3,2,1,36,5,4,4,1,0,27,5,11,451.73,2,90.42,1,2,68,1,22,3.09104245335832,1487.15,7.30461681561613,0,0, ,0, ,1,55.95,4.02445843475793,3887.2,8.26544438309169,1,19,2.94443897916644,1325,7.18916773842032,1,84.85,4.44088499168024,5602.9,8.63103959982436,1,1,1,4,1,0,0,0,1,1,17,1,1,1,1,1,0,1,1,1,0,0,0
9891-ZXATIA-55Z,3,2,0,38,4,May,16,3,6,0,10,3,0,74,4.30406509320417,3,4.7,.699078,-.35799295499097,2.778922,1.02206308271623,0,2,1,12,2,2,0,0,0,0,0,0,0,0,1,1,12,3,5,1,1,36.5,2,0,0,1,1,27,1,0,0,0,0,0,0,0,0,0,9,2,1,0,1,1,2,1,0,15,4,2,3,2,0,9,3,9,748.95,2,164.71,1,3,36,0,14.1,2.64617479738412,521.9,6.25747599864937,1,24.75,3.2088254890147,888.9,6.78998474324763,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,0,1,0,0,0,0,1,18,1,1,1,0,0,1,0,0,0,0,0,0
6246-WBWHHS-GFB,4,3,1,34,3,August,15,3,2,0,3,2,0,46,3.8286413964891,2,2.1,.358386,-1.02614466114432,.607614,-.498215467051315,0,4,0,-1,-1,2,2,2,0,0,0,0,0,0,1,1,8,3,3,1,0,17.5,1,0,1,1,1,28,1,0,0,0,1,0,0,1,0,0,9,5,0,0,1,1,2,1,0,14,4,4,4,3,0,7,3,6,141.63,5,83.39,1,1,31,0,10.8,2.37954613413017,354.45,5.87056729230103,1,25,3.2188758248682,733.35,6.59762307769276,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,1,1,1,1,1,0,1,20,1,1,1,0,1,1,1,0,0,0,1,0
