Age,Months_as_a_Customer,Number_of_Products,RFM_Score,Average_Balance_Feed_Index,Number_of_Transactions,Personal_Debt_to_Equity_Ratio,Months_Current_Account,Number_of_Loan_Accounts,Customer_ID,Has_Bad_Payment_Record,Members_Within_Household,Number_of_Call_Center_Contacts,Gender,Marital_Status,Age_Youngest_Child,Number_of_Workers_in_Household,Percentage_White_Collar_Workers,Household_Debt_to_Equity_Ratio,Income,Weeks_Since_Last_Offer,Homeowner,Accepted_Personal_Loan,Accepted_Retention,Accepted_Home_Equity_Loan,Accepted_Credit_Card,Annual_value,Interested_in_Personal_Loan,Interested_in_Retention,Interested_in_Home_Equity_Loan,Interested_in_Credit_Card
44,24,0,0,0,0,44,13,1,49964,0,2,0,F,S,13,5,22,71,36826,36,T,T,F,T,F,100,F,F,F,F
57,12,0,0,0,0,57,8,1,49884,0,4,7,F,M,27,9,43,47,52333,4,F,F,F,F,F,100,F,F,F,F
39,24,3,8.622323,89,2,39,16,2,49885,0,5,9,F,U,10,10,40,48,61811,43,F,F,T,F,F,290,F,F,F,F
25,0,0,0,0,0,25,-2,1,49951,0,5,10,F,S,0,14,39,45,49921,3,F,F,F,F,F,100,F,F,F,F
42,24,0,0,0,0,42,17,4,49952,0,6,0,M,M,11,9,33,57,37725,34,F,F,F,F,F,400,F,T,F,F
37,36,0,0,0,0,37,29,0,50241,0,6,10,M,U,7,10,40,48,56607,21,T,F,F,F,F,0,F,F,F,T
49,48,0,0,0,0,49,40,0,50282,0,2,9,M,U,18,3,24,71,45892,11,T,F,F,F,F,0,F,F,F,F
36,0,1,0,0,0,36,-2,1,50560,0,1,9,M,M,8,12,48,38,57366,39,T,F,F,F,F,130,F,F,F,F
41,0,3,0,0,0,41,-1,5,50185,0,2,9,F,U,13,11,27,60,46520,31,T,F,F,F,T,590,F,F,F,F
37,24,0,0,0,0,37,19,2,50284,0,6,11,M,M,6,10,32,56,54406,25,F,F,T,F,F,200,F,T,F,F
45,12,2,8.185667,219,1,45,10,0,50464,0,3,10,F,U,10,8,35,55,48937,9,F,F,F,F,T,60,T,T,F,F
40,0,0,0,0,0,40,-2,0,50616,0,3,9,M,U,14,11,43,45,48564,34,T,F,F,F,F,0,F,F,F,F
35,48,0,0,0,0,35,40,0,50816,0,2,8,F,M,7,11,27,60,57063,42,T,T,F,F,F,0,F,T,F,F
19,0,0,0,0,0,19,-3,0,50914,0,4,11,F,S,0,7,33,58,65263,12,F,F,F,F,F,0,F,F,F,F
58,36,2,9.849,149,1,58,34,0,50873,0,7,10,M,U,30,6,38,54,44474,4,T,F,F,F,F,60,F,F,F,F
42,36,1,7.319,119,1,42,30,1,50907,0,2,10,M,M,12,14,37,48,64281,12,T,F,F,F,F,130,F,F,F,F
38,24,0,0,0,0,38,14,1,50988,0,5,11,M,U,10,14,33,52,51199,13,F,F,T,F,F,100,T,F,F,F
40,36,0,0,0,0,40,33,2,51261,0,4,10,M,M,11,13,36,50,55215,25,F,F,F,F,F,200,F,F,F,F
75,0,0,0,0,0,75,-4,2,51038,0,6,9,F,M,43,17,18,63,28119,43,F,F,F,F,F,200,F,F,F,F
29,48,0,0,0,0,29,38,6,51221,0,1,11,F,S,0,15,32,51,37327,41,F,T,F,T,F,600,F,F,F,F
23,12,1,0,0,0,23,0,0,51340,0,4,10,F,S,0,7,27,64,37502,32,F,F,T,F,F,30,F,F,F,F
19,24,0,0,0,0,19,12,1,51390,0,6,10,M,S,0,10,23,66,31972,35,T,F,F,F,T,100,F,T,T,F
55,0,0,0,0,0,55,-5,0,32774,0,2,10,F,M,30,9,26,63,52312,34,T,F,F,F,T,0,F,F,F,F
46,36,5,13.754667,188,2,46,32,1,33019,0,6,11,F,M,18,14,44,40,56762,13,F,T,F,F,T,250,F,F,F,F
51,0,0,0,0,0,51,-4,1,33033,0,6,11,F,M,18,14,44,40,56762,12,F,T,T,F,F,100,F,T,F,F
33,36,2,8.095667,329,1,33,34,0,33083,0,4,0,F,S,5,7,36,55,43366,14,T,F,F,F,F,60,F,F,F,F
18,0,0,0,0,0,18,-5,0,33308,0,1,11,M,S,0,15,31,52,42752,21,F,F,T,F,F,0,F,F,F,F
29,12,2,13.382333,249,1,29,10,1,33503,0,6,0,M,S,0,14,32,53,63861,43,T,F,F,F,F,160,F,F,F,F
56,48,30,18.33882,439,11,56,37,0,33512,0,4,8,M,U,28,14,36,49,43490,5,F,F,F,F,F,900,F,F,F,F
35,48,9,15.73585,436,9,35,35,1,33537,0,2,10,M,S,6,7,35,57,47171,32,F,F,F,F,F,370,F,F,F,F
40,0,1,0,0,0,40,-3,0,33544,0,6,8,F,S,8,9,26,64,68819,4,T,F,T,F,F,30,F,F,F,F
43,48,0,0,0,0,43,39,1,33560,0,2,10,F,U,17,11,39,48,36080,44,F,F,F,F,F,100,F,F,F,F
22,0,0,0,0,0,22,-6,0,33728,0,2,9,F,S,0,7,33,58,65263,21,F,F,F,F,F,0,F,F,T,F
22,24,0,0,0,0,22,13,7,33751,0,3,9,F,S,0,8,41,49,41076,24,F,F,F,F,F,700,F,F,F,F
44,24,0,0,0,0,44,16,1,33905,0,2,10,M,U,16,8,20,70,30251,50,F,F,F,F,F,100,F,F,F,F
55,48,0,0,0,0,55,38,0,33955,0,4,8,M,S,25,13,31,54,23751,29,T,F,F,F,F,0,F,F,T,F
44,36,0,0,0,0,44,31,0,33980,0,3,0,M,S,13,14,19,66,59681,32,F,T,F,F,F,0,F,F,F,F
32,36,2,10.646333,213,2,32,30,2,34155,0,3,10,F,U,5,10,31,57,52565,33,T,F,F,F,T,260,F,F,F,F
36,0,0,0,0,0,36,-5,1,34596,0,2,10,F,U,9,11,31,56,52239,39,F,F,F,T,F,100,F,F,F,F
22,36,0,0,0,0,22,31,0,34696,0,4,11,F,S,0,7,33,58,65263,31,F,F,F,F,F,0,F,F,F,F
43,48,2,10.295667,129,1,43,39,0,34721,0,1,0,M,U,14,11,43,45,48564,29,F,F,F,F,T,60,F,F,F,T
18,24,0,0,0,0,18,14,0,34730,0,3,0,M,S,0,15,31,52,42752,16,F,F,F,T,F,0,F,F,F,F
38,48,0,0,0,0,38,39,1,51309,0,3,10,M,M,10,11,43,45,60520,16,T,F,F,F,T,100,F,F,F,F
15,36,0,0,0,0,15,34,3,51445,0,6,11,M,S,0,10,38,51,51847,8,F,F,F,F,F,300,F,F,F,F
47,12,2,8.522323,389,2,47,7,1,44160,0,4,7,F,S,17,9,29,61,51442,8,F,F,F,F,F,160,F,F,F,F
37,36,5,10.555647,89,3,37,33,4,44239,0,4,9,M,S,5,12,28,58,39026,21,T,T,F,F,F,550,F,T,F,F
56,12,0,0,0,0,56,0,1,44291,0,3,10,M,S,27,9,35,55,67897,43,F,F,F,F,F,100,F,F,F,F
31,48,6,12.09299,293,3,31,37,1,44325,0,5,0,M,M,2,11,35,52,66303,12,F,F,F,F,F,280,F,F,F,F
39,36,27,19.656704,524,13,39,33,0,44194,0,1,11,F,U,9,19,41,39,42868,21,F,F,F,F,F,810,F,F,T,F
49,24,0,0,0,0,49,20,3,44769,0,1,0,F,S,17,4,34,61,49648,23,T,F,F,F,F,300,F,F,F,F
18,36,0,0,0,0,18,25,0,44639,0,3,9,F,S,0,7,33,58,65263,50,F,T,F,F,T,0,F,F,T,T
20,12,2,10.949,249,1,20,10,2,44782,0,5,11,F,S,0,17,33,49,32093,31,F,F,F,F,F,260,F,F,F,F
30,0,0,0,0,0,30,-2,0,44882,0,5,10,F,S,0,7,27,64,37502,19,F,F,F,F,F,0,F,F,F,F
29,0,0,0,0,0,29,-3,1,44918,0,1,10,F,S,0,10,29,59,63015,34,F,T,F,T,F,100,F,F,F,T
48,24,2,13.059,159,1,48,17,5,45107,0,7,8,M,M,19,8,43,47,67185,8,F,F,T,F,F,560,F,F,F,F
38,36,3,11.163,163,2,38,24,1,45220,0,1,11,F,M,8,9,20,69,54304,32,T,F,F,F,F,190,F,T,F,F
26,36,22,15.856587,590,9,26,33,0,45184,0,5,8,M,S,0,18,18,63,52174,30,F,F,F,F,F,660,F,F,F,F
26,24,0,0,0,0,26,20,0,45291,0,2,10,M,S,0,4,30,64,40287,6,F,F,F,F,F,0,F,F,F,F
36,24,17,18.081213,448,11,36,14,4,45309,0,2,10,M,U,5,13,30,56,51094,33,F,F,F,F,T,910,F,F,T,F
47,24,0,0,0,0,47,13,0,45440,0,2,9,M,U,16,7,26,66,62909,22,F,F,F,F,T,0,F,F,T,F
54,48,0,0,0,0,54,35,0,45455,0,6,7,M,S,25,13,31,54,23751,35,F,F,F,F,F,0,F,F,F,F
28,12,0,0,0,0,28,-1,3,45456,0,4,9,M,U,3,9,66,24,51274,23,F,F,F,F,F,300,F,F,F,F
54,36,0,0,0,0,54,24,1,45280,0,5,11,F,U,27,12,42,45,37690,23,F,F,T,T,F,100,F,F,F,F
34,36,0,0,0,0,34,28,3,45364,0,5,11,M,M,7,11,42,45,52129,39,F,F,T,F,T,300,F,F,T,F
29,24,2,10.293273,60,2,29,15,4,45488,0,4,10,F,S,0,15,39,44,38913,39,F,F,T,F,F,460,F,F,F,T
21,36,3,10.532333,299,1,21,25,4,45588,0,6,10,M,S,0,15,34,50,26710,7,F,F,F,F,F,490,F,F,F,F
52,48,0,0,0,0,52,36,3,45382,0,7,10,M,U,25,10,27,61,51359,2,F,F,F,T,F,300,F,F,F,F
20,36,3,8.902333,269,1,20,33,0,45465,0,1,10,M,S,0,15,31,52,42752,10,T,F,F,F,F,90,T,F,F,F
37,24,2,7.712333,179,1,37,16,1,45582,0,1,10,F,M,13,7,39,52,30933,38,F,F,T,F,F,160,F,F,F,F
20,0,3,0,0,0,20,-2,0,45842,0,6,8,M,S,0,4,30,64,40287,23,F,F,F,F,F,90,F,F,F,F
40,12,4,11.292313,159,3,40,10,0,45957,0,6,9,F,M,16,12,39,48,49264,29,T,F,F,F,F,120,F,F,T,F
44,24,3,7.802333,169,1,44,16,2,45731,0,2,8,M,S,14,17,24,57,44066,5,F,F,F,F,F,290,F,F,F,F
27,36,0,0,0,0,27,35,3,45799,0,4,9,F,S,0,10,28,60,56069,31,F,T,F,F,F,300,F,F,F,F
45,24,0,0,0,0,45,12,1,24279,0,1,9,M,S,17,10,49,39,56439,27,F,F,T,F,T,100,F,F,F,F
38,24,0,0,0,0,38,14,1,24352,0,6,11,F,U,4,9,27,63,52735,12,F,F,T,T,F,100,F,F,F,T
42,0,0,0,0,0,42,-6,0,24377,0,6,9,F,U,11,13,33,52,46755,49,F,F,F,F,F,0,F,F,T,F
36,12,0,0,0,0,36,10,0,24461,0,3,9,M,M,7,15,14,69,56627,42,F,F,F,F,F,0,F,F,F,T
36,12,0,0,0,0,36,10,1,24502,0,4,0,M,S,6,7,35,57,47171,34,F,F,F,F,F,100,F,T,F,F
54,24,2,8.684667,518,2,54,16,1,25011,0,3,7,M,M,23,9,25,64,39039,6,T,T,F,F,F,160,F,F,F,F
34,36,7,13.782283,549,7,34,25,0,25079,0,4,8,F,U,5,19,34,45,50245,14,F,F,F,T,F,210,F,F,T,F
39,24,2,8.865667,299,1,39,13,0,25145,0,1,9,F,U,13,9,35,54,63632,5,F,F,F,F,F,60,F,F,F,F
25,0,0,0,0,0,25,-3,0,25163,0,2,10,F,S,0,7,33,58,65263,21,F,F,F,F,F,0,F,F,F,F
42,0,0,0,0,0,42,-6,2,25206,0,3,11,M,U,11,12,30,57,62943,22,F,F,F,F,F,200,F,F,F,F
64,48,2,8.379157,13,1,64,37,0,25758,0,4,11,M,U,35,9,31,58,39429,15,F,F,F,F,F,60,F,F,F,T
22,12,0,0,0,0,22,10,0,46109,0,2,8,M,S,0,15,31,52,42752,2,F,F,F,F,F,0,F,F,F,F
40,0,0,0,0,0,40,-6,0,29443,0,1,10,F,M,11,18,26,54,47039,22,T,F,F,F,F,0,F,F,F,F
42,48,0,0,0,0,42,37,0,29523,0,6,11,F,S,8,9,26,64,68819,49,T,F,F,F,F,0,F,F,F,F
46,12,4,13.00997,110,3,46,10,0,29557,0,5,10,F,S,16,8,42,48,60017,44,F,F,F,F,T,120,F,F,F,F
28,36,0,0,0,0,28,34,2,46168,0,1,11,F,S,0,17,33,49,32093,14,F,F,T,F,F,200,F,F,F,F
37,36,4,10.853323,120,1,37,24,2,38829,0,1,0,F,M,7,9,64,26,31022,27,T,F,F,F,F,320,F,T,F,F
24,12,4,9.136657,170,1,24,10,2,38989,0,1,0,M,S,0,8,32,59,79747,32,F,F,F,F,F,320,T,F,F,F
15,12,0,0,0,0,15,7,1,39040,0,4,10,F,S,0,14,39,45,49921,13,F,F,F,T,F,100,F,T,F,T
23,24,4,10.974657,308,3,23,18,0,39012,0,4,9,M,S,0,15,31,52,42752,46,F,T,F,F,F,120,F,F,T,F
38,36,0,0,0,0,38,32,1,39063,0,6,0,M,U,5,12,25,62,57778,44,F,T,F,F,F,100,F,F,F,F
20,0,0,0,0,0,20,-1,4,39146,0,3,9,M,S,0,14,35,50,41540,13,F,F,F,F,F,400,F,F,F,F
49,48,0,0,0,0,49,40,1,39302,0,4,9,M,S,18,11,31,56,68132,28,F,F,F,F,F,100,F,F,F,F
40,36,0,0,0,0,40,26,1,39459,0,4,10,M,S,12,10,36,53,72513,16,F,F,F,F,T,100,T,F,F,F
26,48,2,8.532333,99,1,26,39,3,39484,0,6,9,F,S,0,10,28,60,56069,51,F,F,F,F,F,360,F,T,F,F
41,36,0,0,0,0,41,34,1,39536,0,5,11,F,U,11,11,30,57,46257,6,T,F,F,T,F,100,F,T,T,F
49,0,0,0,0,0,49,-6,0,39396,0,2,0,F,U,12,12,22,64,69332,34,F,T,F,F,F,0,F,F,F,F
71,36,3,9.462333,129,1,71,34,1,39523,0,6,10,F,M,41,11,35,53,26728,26,F,F,F,F,T,190,F,F,F,F
47,0,0,0,0,0,47,-6,5,39729,0,4,11,M,U,19,9,22,68,54321,23,F,F,F,F,F,500,F,T,F,F
50,48,0,0,0,0,50,40,0,39923,0,7,8,M,M,24,11,36,52,58579,9,T,F,F,F,F,0,F,F,F,F
41,36,0,0,0,0,41,24,0,39399,0,1,10,M,S,12,13,21,64,38433,1,F,F,F,F,F,0,F,F,F,F
38,12,0,0,0,0,38,7,0,40138,0,4,9,M,S,3,20,40,39,21103,28,F,F,F,F,T,0,F,F,F,F
39,12,2,8.642333,109,1,39,10,2,40024,0,2,11,M,M,10,4,29,65,44941,34,F,F,F,F,F,260,F,F,F,F
30,36,0,0,0,0,30,26,0,40025,0,3,11,F,S,0,7,27,64,37502,1,T,T,F,F,F,0,F,F,F,F
39,12,0,0,0,0,39,8,2,39681,0,2,8,M,M,12,9,46,44,48147,33,F,F,F,F,F,200,F,F,F,F
24,24,0,0,0,0,24,17,0,39697,0,3,11,F,S,0,7,33,58,65263,12,T,F,F,F,F,0,F,F,F,T
35,24,1,13.215667,249,1,35,17,1,39781,0,2,11,M,M,5,10,33,55,45378,7,F,F,F,F,F,130,F,F,F,F
47,48,0,0,0,0,47,35,0,40222,0,1,11,M,M,17,9,22,68,45692,33,F,F,T,F,F,0,F,F,F,F
30,24,14,14.631773,499,5,30,13,0,40345,0,4,10,M,S,0,4,30,64,40287,22,F,F,F,F,F,420,F,F,F,F
49,0,1,0,0,0,49,-1,1,40275,0,7,11,M,M,21,14,27,58,56608,4,T,F,T,F,F,130,F,T,F,F
33,24,3,8.657323,324,2,33,21,1,40377,0,2,11,F,M,5,6,36,56,35657,21,F,F,T,F,F,190,F,F,T,F
34,24,3,11.005667,339,1,34,17,1,40488,0,3,6,M,U,3,9,24,65,55998,5,F,F,F,T,F,190,F,F,F,F
28,24,4,8.412323,79,2,28,17,2,40558,0,6,10,F,S,0,9,65,25,46236,40,F,F,F,F,F,320,F,T,F,F
46,36,2,8.969,69,1,46,24,1,40575,0,7,10,F,U,20,9,37,53,42795,45,F,F,F,F,F,160,F,T,T,F
37,36,0,0,0,0,37,30,4,40610,0,2,9,M,M,9,12,15,72,57522,3,F,T,F,T,F,400,F,F,F,F
32,36,0,0,0,0,32,23,0,40640,0,2,9,M,M,6,9,28,61,40295,22,F,F,F,T,F,0,T,F,F,T
20,0,0,0,0,0,20,-5,0,40654,0,1,8,M,S,0,4,30,64,40287,29,F,F,F,F,F,0,F,F,F,F
38,0,0,0,0,0,38,-1,2,40713,0,6,11,M,U,5,13,37,48,42662,51,F,F,F,F,F,200,F,F,F,F
31,12,0,0,0,0,31,5,5,40767,0,5,7,M,M,7,19,30,49,44753,19,F,T,F,F,T,500,F,F,F,F
34,48,1,7.44999,150,1,34,37,1,40769,0,1,9,M,M,5,10,33,55,45378,25,F,F,F,F,F,130,F,F,F,F
40,36,36,30.976406,610,24,40,23,1,29768,0,3,0,F,S,13,5,22,71,36826,47,F,T,F,F,T,1180,F,F,F,F
25,24,0,0,0,0,25,16,3,30284,0,5,10,M,S,0,19,16,64,40494,43,F,F,F,F,F,300,F,F,F,F
26,24,0,0,0,0,26,22,3,30345,0,5,11,M,S,0,10,38,51,51847,40,T,F,T,F,F,300,F,T,F,F
64,0,0,0,0,0,64,-2,0,31204,0,3,10,M,M,36,14,23,61,42939,27,F,F,F,F,F,0,F,F,F,T
40,48,2,12.995667,329,1,40,36,0,46316,0,5,10,F,U,11,13,33,52,46755,45,F,F,F,F,F,60,F,F,F,F
40,12,0,0,0,0,40,10,0,40831,0,2,8,M,S,13,14,19,66,59681,25,F,F,F,F,T,0,F,T,F,F
33,36,3,10.315667,349,1,33,24,3,46202,0,3,0,F,S,1,7,33,58,48683,12,T,F,F,F,F,390,F,F,F,T
44,36,0,0,0,0,44,23,2,46322,0,3,10,F,M,14,10,25,64,47433,47,F,F,F,F,F,200,F,T,F,F
28,36,0,0,0,0,28,28,0,46485,0,5,10,F,S,0,7,27,64,37502,9,F,F,F,T,F,0,F,F,F,F
38,24,0,0,0,0,38,16,7,46538,0,1,10,F,U,7,8,29,62,39036,39,F,F,T,F,F,700,F,F,F,F
39,36,31,16.815607,649,10,39,26,1,46690,0,1,10,M,M,11,15,39,44,44206,6,F,T,T,F,F,1030,F,F,T,F
21,0,0,0,0,0,21,-5,2,46797,0,3,10,F,S,0,16,24,59,50177,33,F,F,F,F,F,200,F,T,F,T
29,48,4,12.099,299,1,29,36,1,46800,0,3,8,M,S,0,14,32,53,63861,34,F,F,F,F,F,220,F,T,F,F
34,12,0,0,0,0,34,5,0,47067,0,5,11,F,S,4,12,29,57,54063,1,F,F,F,F,F,0,F,T,F,F
36,36,3,9.865667,199,1,36,24,0,47113,0,2,11,M,S,10,14,34,51,56046,21,F,F,F,F,F,90,F,F,F,F
27,24,3,7.765667,99,1,27,20,1,47224,0,3,8,M,S,0,16,26,56,54243,33,F,F,T,F,F,190,F,F,F,F
42,36,3,7.825667,159,1,42,35,1,47301,0,2,11,F,U,12,11,33,54,38183,45,F,F,F,F,F,190,F,F,F,F
32,0,0,0,0,0,32,-6,1,47453,0,1,8,F,M,2,12,46,41,45864,41,F,F,F,F,F,100,T,F,F,F
34,36,0,0,0,0,34,24,1,47671,0,5,10,F,U,2,9,19,71,50752,18,F,T,T,F,F,100,F,F,F,F
31,48,0,0,0,0,31,40,1,47776,0,3,10,F,M,3,11,21,66,56036,23,F,F,F,F,F,100,F,F,F,F
31,48,0,0,0,0,31,36,1,58451,0,3,10,F,U,5,16,34,49,49518,45,F,F,F,F,F,100,F,T,F,F
45,24,0,0,0,0,45,18,2,58516,0,2,7,M,S,12,11,38,50,22415,32,F,F,T,F,F,200,F,T,F,F
20,12,3,7.955667,89,1,20,7,2,58549,0,1,9,F,S,0,7,18,74,55562,26,F,F,F,F,F,290,F,F,F,F
59,24,5,12.130647,164,3,59,17,0,58488,0,6,10,M,U,33,8,39,52,36008,10,T,F,F,F,F,150,F,F,F,F
33,12,2,9.295657,129,2,33,5,2,58513,0,1,0,M,M,6,10,32,56,54406,18,F,F,F,F,F,260,F,F,F,F
73,24,0,0,0,0,73,21,0,34796,0,2,11,F,M,46,11,38,49,38710,36,F,F,F,T,F,0,F,F,F,F
30,0,0,0,0,0,30,-4,1,34914,0,1,11,M,M,4,5,25,69,38838,42,T,T,F,F,F,100,F,T,F,F
35,36,3,10.028,128,2,35,33,0,35005,0,4,8,M,S,7,13,18,67,56482,21,F,F,F,F,F,90,F,F,F,F
30,12,0,0,0,0,30,10,0,35025,0,6,10,F,U,2,11,23,65,59932,23,F,F,T,F,F,0,F,F,F,F
34,12,5,9.572657,306,3,34,8,1,35273,0,4,0,M,S,4,20,21,58,50324,5,F,F,F,T,T,250,F,F,F,F
45,12,46,31.66226,463,25,45,9,3,35441,0,2,0,F,S,16,13,23,63,30593,24,F,F,F,F,T,1680,F,F,T,F
47,36,0,0,0,0,47,30,1,35543,0,6,6,F,M,19,7,40,51,53535,24,F,F,F,F,F,100,F,F,F,F
48,48,0,0,0,0,48,40,1,35598,0,4,9,F,M,20,9,19,70,43542,51,F,F,F,F,F,100,F,F,F,F
34,0,0,0,0,0,34,-1,1,35625,0,3,0,F,S,8,10,28,61,31855,45,T,F,F,F,F,100,F,F,F,T
49,24,2,8.652333,219,1,49,15,2,36077,0,6,10,M,U,20,9,31,59,37108,37,F,F,F,F,T,260,F,T,F,F
26,12,0,0,0,0,26,5,2,36100,0,4,0,M,S,0,14,29,55,69766,15,F,F,F,F,F,200,F,F,F,F
37,24,3,7.869,269,1,37,20,1,36270,0,5,9,M,S,5,18,27,54,65360,43,F,F,T,F,F,190,F,F,F,F
29,48,2,9.401333,168,2,29,39,3,36368,0,6,8,F,U,5,7,36,56,62379,24,F,T,T,F,F,360,F,F,F,F
44,12,0,0,0,0,44,7,0,36402,0,3,11,F,U,20,11,37,50,41325,27,F,F,F,F,F,0,F,F,F,F
42,24,0,0,0,0,42,18,2,36445,0,4,0,F,M,14,10,25,64,47433,25,F,T,T,F,F,200,F,F,T,F
23,12,5,10.983647,117,3,23,5,1,36459,0,4,9,F,S,0,6,38,55,53769,9,F,F,F,F,F,250,F,F,F,F
21,0,0,0,0,0,21,-4,0,36495,0,2,7,F,S,0,7,33,58,65263,23,F,T,F,F,F,0,F,F,F,F
36,0,0,0,0,0,36,-3,3,36763,0,4,11,M,M,7,11,42,45,52129,37,T,F,T,T,T,300,F,F,F,F
46,0,1,0,0,0,46,-5,1,40644,0,2,0,F,M,16,10,36,53,52325,10,F,F,T,F,F,130,F,F,F,F
42,24,0,0,0,0,42,16,0,40778,0,1,0,M,S,14,15,45,39,28742,42,F,F,F,F,F,0,F,T,F,T
38,24,3,13.106647,340,2,38,13,0,40794,0,4,8,M,M,12,17,25,56,60979,19,T,F,F,F,T,90,F,F,F,F
42,24,0,0,0,0,42,22,1,58722,0,1,9,F,M,13,7,39,52,30933,26,F,F,F,T,F,100,F,F,F,F
43,36,1,9.615667,449,1,43,24,1,58747,0,4,9,M,M,13,9,38,51,38650,34,F,F,F,F,F,130,F,F,F,F
28,24,0,0,0,0,28,15,0,58902,0,4,7,M,S,0,15,31,52,42752,48,F,F,F,F,F,0,F,F,T,F
20,12,0,0,0,0,20,5,1,59170,0,6,10,F,S,0,10,36,52,43935,14,T,F,F,F,F,100,F,F,F,F
41,36,0,0,0,0,41,26,0,46477,0,4,9,M,U,10,16,34,48,41701,45,F,F,F,F,T,0,F,F,T,F
30,36,0,0,0,0,30,28,3,59263,0,3,10,M,S,0,10,38,51,51847,28,T,F,F,F,F,300,F,F,F,F
36,24,0,0,0,0,36,12,0,59235,0,3,0,M,S,7,13,18,67,56482,8,F,T,T,F,T,0,F,F,F,F
52,36,1,9.040667,74,1,52,34,1,59250,0,2,7,M,M,19,10,35,53,29959,50,F,F,F,T,F,130,F,T,F,F
42,24,0,0,0,0,42,17,1,46793,0,1,0,F,M,11,15,22,62,56387,26,F,F,F,F,T,100,F,F,F,F
52,24,0,0,0,0,52,14,0,59497,0,6,8,M,S,20,14,21,63,54532,27,F,F,F,F,F,0,F,F,F,F
36,0,2,0,0,0,36,-1,4,59531,0,3,10,F,U,5,21,46,31,49736,7,T,F,F,F,F,460,F,F,F,F
59,36,0,0,0,0,59,33,2,59503,0,2,10,M,M,30,7,30,61,60668,12,T,F,F,F,F,200,F,F,F,F
41,12,0,0,0,0,41,5,0,59587,0,1,7,M,U,10,16,34,48,41701,51,F,F,T,F,F,0,F,F,F,F
40,12,1,11.789,89,1,40,5,7,59635,0,5,0,F,M,11,13,46,39,42223,45,T,F,F,F,F,730,F,F,F,F
48,0,0,0,0,0,48,-6,0,59637,0,4,10,F,U,17,14,25,59,37053,36,F,T,F,F,F,0,F,F,T,F
37,24,0,0,0,0,37,16,0,59851,0,2,0,M,S,7,13,18,67,56482,38,F,F,F,F,F,0,F,F,F,F
37,36,0,0,0,0,37,30,0,59908,0,5,11,M,U,6,9,23,67,80647,41,F,F,F,F,F,0,F,F,T,F
29,36,0,0,0,0,29,25,2,47161,0,5,10,M,S,4,11,51,36,55143,22,T,F,F,F,F,200,F,F,F,F
38,24,2,7.865667,299,1,38,22,2,60092,0,2,10,F,M,12,13,29,56,54949,1,F,F,F,F,F,260,F,F,F,F
43,36,4,12.324,124,1,43,33,0,47393,0,6,0,M,U,9,6,28,65,54236,12,T,F,F,F,T,120,F,F,F,F
36,12,2,7.799,199,1,36,6,1,47513,0,2,9,M,U,11,15,21,62,47494,4,F,F,F,F,F,160,F,F,F,F
18,0,0,0,0,0,18,-4,4,47545,0,6,9,F,S,0,13,35,51,57672,43,T,F,F,F,F,400,F,F,F,F
36,24,8,14.9049,405,8,36,14,3,58557,0,1,8,F,S,7,9,42,47,42369,23,F,F,F,F,F,540,F,F,F,F
32,12,0,0,0,0,32,5,1,58592,0,3,11,F,S,0,14,39,45,49921,47,F,F,F,F,F,100,F,F,F,T
31,12,2,12.232333,299,1,31,7,2,58775,0,6,10,F,S,0,7,18,74,55562,42,T,F,F,F,T,260,F,F,F,F
26,48,0,0,0,0,26,39,0,60120,0,3,11,M,S,0,15,31,52,42752,10,F,F,F,F,F,0,F,F,F,F
36,24,0,0,0,0,36,21,1,58861,0,6,0,F,S,7,9,50,39,50269,22,F,F,F,F,F,100,F,F,T,F
39,36,35,24.896339,497,18,39,30,0,59078,0,1,11,F,S,14,12,38,49,29130,8,T,F,F,F,F,1050,F,F,F,F
31,12,47,32.136429,970,25,31,6,1,59192,0,4,8,M,U,5,12,25,62,57778,47,T,F,F,F,F,1510,F,F,F,F
36,0,0,0,0,0,36,-3,3,59211,0,5,8,F,M,9,6,22,70,44661,38,F,F,F,F,F,300,F,F,F,F
29,48,1,8.052333,119,1,29,37,1,60540,0,2,10,M,S,0,14,32,53,63861,41,T,F,F,F,F,130,F,F,F,F
40,0,1,0,0,0,40,-3,1,60672,0,2,9,F,S,12,14,28,56,45887,29,F,F,F,F,F,130,F,F,F,F
19,36,0,0,0,0,19,28,4,26276,0,1,10,M,S,0,18,44,36,61590,25,F,F,F,F,F,400,F,F,T,F
37,0,0,0,0,0,37,-2,1,59694,0,6,10,M,U,4,10,37,52,56336,10,F,F,F,F,F,100,F,T,F,F
33,24,2,7.729,129,1,33,21,3,60029,0,1,8,F,M,5,10,25,64,38009,42,F,F,F,F,F,360,F,F,F,F
34,12,0,0,0,0,34,8,0,60230,0,4,7,F,S,4,12,29,57,54063,14,F,T,F,F,F,0,F,F,F,T
47,36,5,11.424667,258,2,47,26,0,60413,0,6,0,M,S,20,14,21,63,54532,3,F,F,F,F,F,150,F,F,F,F
18,12,0,0,0,0,18,0,0,60697,0,1,7,M,S,0,4,30,64,40287,36,T,F,F,F,T,0,T,F,F,F
25,36,0,0,0,0,25,25,0,26526,0,3,6,F,S,0,7,27,64,37502,25,F,F,F,F,F,0,F,T,F,F
46,36,0,0,0,0,46,31,1,37202,0,5,6,F,S,14,10,41,47,47692,29,T,F,F,F,T,100,F,F,F,T
